CustomerID,Age,Gender,Occupation,AvgTransactionAmount,TransactionFrequency,SpendingOnGroceries,SpendingOnEntertainment,SpendingOnTravel,PreferredInvestmentType,IncomeInvested,InvestmentDuration,RiskTolerance,RetirementSaving,HouseBuying,EmergencyFund,CreditScore,TotalIncome
3251,26,F,Clerk,939.6426598071914,4,319.0375691684081,278.5210318452777,285.31149576705553,Bonds,0.45510484682207153,Long-term,Low,False,False,True,586,42610.74510838106
3279,38,M,Clerk,997.5769694094408,7,302.07670838312583,179.3738385327075,267.79911522536986,Mutual Funds,0.3431939207171636,Long-term,Medium,False,False,False,510,51585.90841916752
219,58,F,Doctor,1088.8611438581754,5,541.7716267919541,247.38657662544946,335.3099192064525,Real Estate,0.4806999996343599,Long-term,High,False,True,True,813,103893.91055379792
1013,36,F,Teacher,284.47992274996403,16,264.691039044758,139.8151557966669,168.31186618230132,Mutual Funds,0.15389197526547208,Long-term,Low,False,False,True,588,34071.85097962197
3935,34,M,Teacher,951.1804866390689,4,371.1608403215421,211.39495989354538,207.29507945631622,Mutual Funds,0.4136584641920503,Long-term,Medium,True,False,True,550,34932.106868657545
1331,23,M,Clerk,298.0172938482118,13,280.05956133473717,204.40415885580163,227.26813772220194,Bonds,0.21621629009740784,Long-term,Medium,True,True,False,637,31741.314756684624
3871,42,M,Teacher,1018.9062874085776,3,268.9690011460916,121.9088463281023,230.43476924680164,Mutual Funds,0.42152938830341147,Short-term,Low,False,False,False,570,27660.251981261965
1959,34,M,Teacher,338.3223868387279,13,220.19394617534795,212.38559755916498,194.7307369938429,Bonds,0.20028549592618183,Short-term,High,True,True,True,632,32038.9359595907
3840,36,M,Nurse,1110.2688846077604,4,379.12835957152674,223.05857173060613,193.2056648428361,Mutual Funds,0.5077419168916499,Long-term,High,False,False,False,577,46677.422314153555
1548,33,F,Clerk,281.53051255902466,12,375.9782612380102,222.91479877638685,239.96749722883067,Mutual Funds,0.16715889965624425,Long-term,High,True,True,True,510,34018.531732113624
1509,27,M,Nurse,327.6135076357887,12,326.6638968684926,98.59226674008022,173.3040265048835,Bonds,0.18286660933669502,Long-term,High,True,True,True,543,28492.705068499006
59,64,F,Engineer,1074.376656269209,6,491.58489031396823,200.65338979876884,377.7085434270225,Real Estate,0.5361087708747452,Long-term,Medium,True,True,True,855,97605.43727133053
1164,28,F,Teacher,294.7911451904022,17,288.8749993775453,99.15540793891434,206.13610497201563,Mutual Funds,0.2555993158113693,Long-term,Low,True,False,False,589,22723.30622119917
3383,38,M,Teacher,1063.0562774148284,6,174.08005503717658,145.92919610872298,258.5853681972621,Bonds,0.38864793557061095,Long-term,Low,False,True,True,500,34317.36519657052
3934,35,M,Nurse,993.1944047495077,5,344.8448017038151,256.266013451484,148.53063818305833,Mutual Funds,0.35643687951612424,Long-term,High,False,True,True,503,37008.27060571253
563,56,F,Lawyer,960.4360677911283,4,526.0640572351989,149.08907699320443,364.1382189353237,Real Estate,0.5153576860155075,Long-term,Medium,True,False,True,675,109482.26197625497
1157,31,F,Teacher,312.95525771736635,12,286.66398824285017,173.44529054478238,120.99517881184438,Bonds,0.19706874052218679,Long-term,Medium,True,True,True,631,31229.998190565908
3469,37,F,Clerk,967.507496912778,4,371.72809419345197,166.66793643925627,285.91149834579596,Bonds,0.47260883223969424,Long-term,Medium,True,True,True,526,35920.514258420844
77,54,F,Lawyer,1086.3994760921146,5,514.0282616233753,129.25747051208003,455.8805521471733,Real Estate,0.40338780362018256,Long-term,Medium,False,True,True,698,109450.79891609286
2551,40,F,Clerk,273.4041629457981,13,235.8454544746446,509.5985654583433,239.51391024719874,Stocks,0.16635490661760552,Short-term,Medium,False,False,True,764,43219.31810267807
3761,32,M,Clerk,1035.824758920099,6,290.6280443726896,126.82898313517727,262.3166267118365,Mutual Funds,0.3275078192237532,Long-term,Low,True,True,False,509,37055.296122351094
1063,38,F,Teacher,381.8670025647074,19,324.07686472665193,228.83400884216053,309.0798256276382,Bonds,0.2505233848861722,Long-term,Low,True,True,False,629,27134.134984668068
1571,38,F,Clerk,306.54558537596245,10,309.5897501692881,245.82397090265894,218.815145247451,Mutual Funds,0.19198003112939688,Long-term,High,True,True,True,593,29820.47532667941
2532,30,F,Teacher,340.2226687424741,10,334.1258312428474,465.82401068753603,259.40954263516653,Real Estate,0.14864211058568985,Short-term,Medium,False,True,False,792,39387.810609561755
2438,35,M,Clerk,330.2746863402429,14,291.6078613921749,413.78960284743744,190.3497726299122,Real Estate,0.22720499947186554,Short-term,High,False,False,True,749,40958.265493284634
460,62,F,Engineer,949.4015335562513,2,504.6511490747316,274.74513581924396,341.50754859447784,Stocks,0.5557677437087575,Long-term,Medium,False,True,True,680,93062.81631334733
3340,39,M,Clerk,1041.8877716486863,5,320.6338188700132,210.96061230738803,254.77204036490588,Mutual Funds,0.4811571217956297,Long-term,Low,True,True,True,467,39648.12251922776
3725,31,F,Teacher,1080.2127960183848,8,270.2209986288102,217.9531166622557,262.46607466186595,Mutual Funds,0.40068603773054384,Long-term,Low,False,False,False,547,37132.74180381952
2821,34,M,Clerk,347.76152663746404,15,195.5744236700802,522.4510493286241,295.8290131555324,Real Estate,0.23597313014223104,Short-term,High,False,False,False,769,36235.27462798463
3637,41,F,Nurse,1023.8568807298838,5,203.99166490490504,235.11752874561654,258.1187813403763,Mutual Funds,0.47574005841408074,Long-term,Low,False,False,True,544,31558.700963083465
3507,28,M,Nurse,967.773682343695,6,357.43295675487485,221.35425203528374,265.1520175803549,Bonds,0.40173884279555194,Long-term,Medium,True,False,True,564,44614.48512545213
3745,30,M,Teacher,1152.384217806436,5,238.29261165395434,237.55027415324162,207.4336407384922,Bonds,0.45478324499080425,Long-term,Medium,True,False,True,565,51566.63923879813
2445,34,F,Clerk,293.03474646335604,14,280.5737754613162,424.9808396762838,186.7181507104877,Stocks,0.16619566283204906,Short-term,High,False,True,True,843,38145.7468454833
297,59,F,Engineer,917.1887739339024,3,523.8459562609522,232.3813133324133,344.7466460817874,Real Estate,0.53033961372573,Long-term,Low,False,False,True,741,94412.17632734893
1053,28,F,Teacher,345.04680325958554,16,319.2234182142659,257.2576967141204,273.6733410713536,Bonds,0.20564981820874476,Long-term,Low,False,True,True,580,24221.88417920372
2247,36,M,Clerk,258.2703989610681,14,333.7538318490777,394.3899601649069,216.92006447077497,Real Estate,0.2240620058225609,Short-term,High,False,False,False,750,29967.864688854657
1779,19,M,Nurse,333.91573311780246,14,271.7457993114617,258.07680884037563,226.01334724655504,Bonds,0.17668576413035225,Long-term,Medium,True,False,True,591,31644.121975315706
1144,31,M,Teacher,286.6503991653099,16,309.62947920107297,255.87357617951403,267.31138395833693,Bonds,0.17644362171079478,Short-term,Medium,True,True,True,617,34729.468944397275
439,54,M,Doctor,960.9777562502977,5,535.6517572824622,247.55529717614297,426.79340482328377,Stocks,0.4761751916197332,Long-term,Medium,False,True,True,674,98881.83819295051
3575,40,M,Nurse,1050.952279535252,2,317.0306377107974,202.33294535455192,208.67550489675872,Mutual Funds,0.42260651907645136,Long-term,Low,True,True,True,573,46339.997719161554
3429,40,M,Clerk,1001.8806760908144,5,259.27918282543953,253.3242586387147,202.6578953406641,Bonds,0.41850531659468476,Long-term,Medium,True,False,True,572,35631.17214342349
2609,37,F,Teacher,279.73736394212153,13,282.4576301877878,532.0816856527696,216.75393699646665,Stocks,0.17585060685080775,Short-term,Low,True,True,True,749,41882.11371868726
2540,41,M,Teacher,337.558315873729,15,217.04643744882475,379.00824872011856,181.79264163578605,Stocks,0.16388079375536949,Short-term,High,False,False,False,748,35964.29537767406
2684,32,M,Clerk,417.0906606665396,15,400.770643363202,456.7009845669083,225.27645122880534,Real Estate,0.16954591489969897,Short-term,Medium,False,False,True,738,38117.62082213157
3392,34,M,Nurse,1000.1390462183081,3,336.07500815383446,180.77820978745524,189.77412355488707,Bonds,0.49371737441855956,Long-term,Low,False,False,True,495,36073.94038924122
1402,27,F,Clerk,277.97672400784955,18,194.26174450725497,205.1553480188831,173.77728035247546,Mutual Funds,0.2716998933565021,Long-term,Low,True,False,True,599,30054.773924859568
3396,34,F,Nurse,956.2559668730696,5,229.57643413174313,243.25325507539384,147.27032243592248,Mutual Funds,0.38084140447185677,Long-term,Low,True,True,True,470,38610.979739323826
2240,26,M,Nurse,300.75264744660257,15,346.73151450437916,400.63743721035587,279.3163516687093,Stocks,0.1869674413304113,Long-term,High,False,True,False,675,30375.551714349393
1279,32,M,Nurse,341.5251070197568,13,408.30801060803446,108.68397387061705,154.3510874616994,Mutual Funds,0.2281323550919686,Long-term,Low,True,False,False,656,32609.503162837053
1890,26,F,Nurse,348.330316580909,20,328.7871651731646,279.4979997018069,206.73514083300938,Bonds,0.19377979726777386,Long-term,Low,True,True,True,588,34619.158622586736
1898,31,F,Nurse,290.10727534435273,14,271.0956096951141,167.43622044333182,246.26016494557857,Mutual Funds,0.16313227561207336,Long-term,Medium,True,True,True,665,34065.455076975726
3003,36,F,Nurse,1017.2119994639156,4,391.4154707288189,172.25661094135856,211.0444922481184,Bonds,0.3291659675158811,Long-term,Low,True,False,True,521,38301.86142254177
148,56,M,Doctor,1021.1281897703213,4,521.101956521683,186.68868501847143,424.7777493947282,Stocks,0.538675364270462,Long-term,Medium,True,True,True,661,101583.94973275326
650,65,F,Lawyer,946.2364312539598,3,519.0372974319931,168.31234960579016,394.2362267679345,Real Estate,0.5070173009484548,Short-term,Medium,True,True,True,631,101771.99214327974
3532,29,F,Teacher,1045.2112702749928,5,359.14976164155337,255.59602007749925,141.59053282048257,Mutual Funds,0.32725104062717736,Short-term,High,True,True,True,560,36154.23770882578
3629,35,M,Nurse,1018.8241300246096,4,283.2773855333815,261.2541776587926,155.5560270969159,Mutual Funds,0.39123850621356154,Long-term,Low,True,True,True,550,40260.35676048879
913,60,M,Engineer,1044.2983748363997,5,503.7279805408653,233.12552621991952,317.66251010949355,Real Estate,0.5345959115115219,Short-term,Medium,False,True,False,709,103233.56334317815
3119,37,M,Clerk,988.0704248837236,2,276.1182149606259,245.68875557936238,211.15830745903165,Bonds,0.39784577012569455,Short-term,High,True,False,True,571,34012.45816134416
3067,32,F,Teacher,967.0103609327591,4,265.8274472892869,198.4432313081609,224.88629932739818,Bonds,0.3285050909151146,Short-term,Medium,True,False,True,518,39801.37919521399
523,61,F,Doctor,986.8275261829772,5,427.0475551799946,275.5024410413823,316.223496213518,Real Estate,0.5034500226330639,Long-term,Low,False,True,False,644,98604.98759918878
473,62,M,Lawyer,939.7475863059909,5,561.215061717268,174.97102799180064,424.9124109576203,Real Estate,0.5274841075455926,Short-term,Medium,True,True,True,690,96935.34637258023
778,65,M,Lawyer,999.4287748674383,6,514.2359162766143,211.37082509412232,316.0845160724871,Real Estate,0.4941508199070688,Long-term,High,True,True,True,735,104474.63420595389
1737,35,F,Nurse,331.45179320130114,15,282.92131064881255,224.12859454236064,168.11695673180134,Mutual Funds,0.1345973118433883,Long-term,Low,True,True,False,726,30824.337291389962
3837,41,M,Nurse,1018.5096464414659,6,279.2114706075045,225.27943082165297,160.56169526420973,Bonds,0.45719377925120186,Long-term,High,True,True,True,522,43485.49597920457
3869,28,F,Nurse,1038.406236754188,6,357.96083683130524,283.6664485824049,171.45173596249487,Mutual Funds,0.44254460522686623,Short-term,Low,False,True,True,539,35726.9638757372
3596,38,F,Clerk,973.9365348135084,6,314.0660157466272,189.0535935027889,326.2955843290817,Mutual Funds,0.4434022360004953,Short-term,Low,False,True,False,532,48801.11127566705
3203,32,F,Clerk,1032.4972463302167,2,409.3545461871279,266.6631488206193,235.46897849608305,Mutual Funds,0.299731939602727,Long-term,Medium,True,False,True,560,35866.679806948305
3124,29,M,Teacher,1041.7891882911686,7,290.67049594245816,175.64215544313345,172.41377420130937,Mutual Funds,0.45884052497919303,Long-term,Medium,False,True,False,554,44006.37445944997
3193,32,M,Clerk,1060.6390594895836,2,296.61665702911847,160.0782411793005,242.6510189655949,Mutual Funds,0.3584505040024963,Short-term,Low,True,False,True,506,43071.10767458499
3312,41,M,Clerk,1034.4080986521835,7,308.00406097709987,149.27732969719708,166.31691620986564,Mutual Funds,0.41277753104938636,Long-term,Low,True,False,True,489,35823.1998632199
1313,31,F,Clerk,317.7394352038113,15,274.3144473474516,210.26880609623697,160.0440511694739,Mutual Funds,0.15166984747228185,Long-term,Low,True,False,False,621,24982.801264974158
2158,36,M,Teacher,318.2839051948435,12,343.27636133940774,540.9423927727755,126.79572391982359,Real Estate,0.19053867649057507,Short-term,High,False,True,False,791,40456.55800102729
1401,27,M,Teacher,285.38128301765306,13,250.90352459647391,180.64241877562904,187.6430405656208,Bonds,0.212427082843466,Long-term,Medium,True,True,True,632,30207.760961455355
1201,24,M,Nurse,318.58906622830773,15,258.6902595195466,154.2114230863151,198.14867311491253,Bonds,0.1797783148044605,Long-term,Low,False,True,True,560,38688.403593957686
3503,26,F,Clerk,1024.8246875451462,5,288.9127210777674,203.62499572560003,185.2550377404082,Mutual Funds,0.4337332488100528,Long-term,High,True,False,True,535,39404.19288138545
2351,30,M,Teacher,380.8462478532692,13,261.18416969758175,510.29291533152235,159.5528753491514,Real Estate,0.09489369184901986,Short-term,High,False,False,False,875,40330.62099719645
994,53,M,Doctor,989.6386447436347,7,486.20943138008863,212.6493717438797,474.83792729889575,Real Estate,0.4700853272953899,Long-term,Low,True,True,True,712,100091.6638732325
2217,28,M,Nurse,297.69570653900803,16,295.10399282134705,447.7904556562584,162.29149918484563,Real Estate,0.24018549203092965,Short-term,Medium,False,True,False,865,42686.21166653096
128,61,M,Engineer,1007.2410632192534,8,530.7411213333155,265.06753854294396,335.2918046057267,Stocks,0.46627262549464665,Long-term,Low,True,True,True,764,105768.57021199606
2583,42,M,Clerk,287.5840985037654,13,416.753814408012,560.7033460627799,171.11989642831796,Real Estate,0.2971716653454244,Short-term,High,False,True,True,704,40904.96151290719
2424,30,F,Clerk,274.45287413578086,14,362.57893269557724,501.9543363450825,211.45317494926178,Real Estate,0.23726331091043912,Short-term,Medium,False,True,False,727,41927.052170149575
2342,34,M,Clerk,230.60735847736288,14,325.5133741641573,512.7376451729891,85.27482224222737,Real Estate,0.24962358283162847,Short-term,High,True,False,False,700,42922.53017032081
885,53,M,Engineer,973.2670083764675,7,568.1565063465825,217.82082218749724,524.0183530876724,Stocks,0.4011241030971146,Long-term,Medium,True,True,False,717,96437.67907643932
2510,37,M,Clerk,273.2509049807584,16,310.53258483808327,566.1279646005712,166.84447118394723,Real Estate,0.1384666305542774,Short-term,High,False,False,True,711,38610.99982690354
2171,38,M,Clerk,275.67419710441345,16,309.0704797029308,519.7919413608198,218.97492674453696,Real Estate,0.20945143793219972,Short-term,High,False,False,False,763,39697.06604851146
1200,22,F,Clerk,263.05585005812384,16,243.02246151894374,248.2863939743997,240.03597064173627,Mutual Funds,0.14160048786443613,Long-term,Low,True,False,True,623,21648.27331456501
3187,33,F,Teacher,1071.406987071553,4,392.38818863632446,200.55859262489497,204.02682481966346,Bonds,0.4090362780330365,Short-term,Low,True,False,True,578,46700.68926057641
465,61,F,Doctor,1011.403422708381,4,485.4417346158206,239.8932742956468,370.45770503230614,Stocks,0.5711132579080271,Long-term,High,True,True,True,665,104896.97819179329
2493,37,M,Nurse,287.1063707863191,15,318.0963474755476,451.36142695974877,359.24166671779017,Real Estate,0.23874390992517594,Short-term,High,False,False,False,730,41672.16979780603
1441,29,F,Clerk,269.36376158470983,16,365.6883926693473,209.4775139765049,236.88179581089594,Mutual Funds,0.1600768354004768,Short-term,Low,True,False,True,649,38227.22786996084
771,50,F,Engineer,992.1792703710389,4,432.25472994980765,238.81243331269621,399.1775662414811,Real Estate,0.502200584325988,Long-term,Medium,False,True,True,707,100724.13168943058
2987,34,M,Nurse,372.86255849394354,13,387.0577039722907,520.9722411831556,209.93817309479587,Stocks,0.22111639530829016,Short-term,High,False,False,True,759,37339.322942430896
776,64,F,Engineer,925.6741154820485,3,542.5763819755738,165.3567483429146,387.64764598704295,Real Estate,0.5232687843509861,Long-term,Medium,True,True,True,744,106562.8405047491
2960,32,M,Clerk,266.50604984426514,16,268.6304339985662,472.7447233492501,241.49549944757524,Stocks,0.1859257122768923,Short-term,High,True,True,True,725,39798.12568700124
1477,37,F,Teacher,178.40901580849845,16,253.6314805349392,207.84875773982193,124.2924150837975,Bonds,0.15072848382299497,Long-term,Low,True,False,True,568,31788.30924205693
1690,34,M,Clerk,276.7353147343713,16,268.4141244087497,251.81073248438554,241.2958846333658,Bonds,0.3069255606918021,Short-term,Low,True,False,True,636,33598.734111508624
11,55,M,Doctor,944.4726524576132,4,437.8393527704332,206.5615802959939,337.1327666882659,Real Estate,0.529545639857043,Short-term,Medium,True,True,True,692,92432.142702451
3221,44,M,Clerk,1000.0397449073545,2,238.32540770071654,261.94575618477006,71.37196623188743,Mutual Funds,0.3940746045651237,Long-term,High,False,False,True,522,47686.02409922586
1719,28,F,Nurse,324.3325623847802,13,274.0144270671409,246.6638299756441,239.74482635353087,Mutual Funds,0.27015441429731696,Long-term,Low,False,False,True,593,32752.585393747115
138,66,M,Lawyer,1003.4687758805985,5,486.4714839872717,222.2137368971623,405.014192046732,Real Estate,0.4707787653334058,Long-term,Low,True,True,True,683,95459.05042342926
2604,34,M,Nurse,362.53015094802663,13,346.48776668973363,538.986383125505,160.74375047200763,Stocks,0.17177690170194537,Short-term,High,False,False,False,748,39106.40186456129
2578,37,F,Teacher,414.270140017876,12,216.12754044818,433.87260862361325,295.64733506861506,Stocks,0.16162032899408388,Long-term,High,False,False,False,732,51245.72875076848
2811,36,F,Teacher,274.17480416202113,13,299.38052640807035,510.32048643862606,256.1129344964612,Real Estate,0.1404490536535719,Short-term,High,True,False,False,809,43297.35065191381
3031,28,F,Nurse,982.8293992128515,1,381.8657062101969,296.09550673618645,88.66768404405043,Mutual Funds,0.3588105468242383,Long-term,High,True,False,True,396,34051.29489452606
204,62,M,Lawyer,974.2730548982313,4,461.1501091566521,216.2881951132556,408.2531347148222,Real Estate,0.5502364043395525,Long-term,Low,True,True,True,745,109981.52619361985
1731,24,M,Teacher,229.4118237123395,12,237.2856499761927,255.67861383700216,212.1368868019074,Mutual Funds,0.18525953436901785,Long-term,High,True,False,True,601,30987.31982907595
3583,39,M,Clerk,1021.383907385461,5,342.9462832861653,124.6786861560183,182.29203520477452,Mutual Funds,0.37141973041013865,Short-term,Low,True,False,True,623,45900.24422639534
2767,26,M,Clerk,238.187972288995,13,347.45096831055844,414.03118420532,56.98405523041515,Stocks,0.28879221363457325,Short-term,Medium,False,True,False,841,48044.82616922376
3722,39,F,Clerk,946.244901309792,4,230.38306956575605,158.80705950702017,157.38608360695648,Mutual Funds,0.4133868497625008,Long-term,Low,True,False,True,540,34737.06971838675
1638,25,F,Clerk,362.2215191433323,13,294.4381667946242,168.29466585772386,116.92806199867954,Bonds,0.29052870080015447,Long-term,Low,True,True,True,572,28450.13885736982
1076,32,F,Teacher,345.54364446062635,14,320.803272533597,137.5224542586933,106.36986041284315,Mutual Funds,0.23514165145719343,Short-term,Low,True,True,True,529,33836.929554626535
2198,37,M,Teacher,343.880727295385,13,305.8043478918177,448.16368575488315,272.50487157134137,Stocks,0.17844886173347807,Short-term,High,False,False,False,686,36645.11655714578
2202,42,F,Clerk,317.4294368826989,12,274.55621320021663,546.6773199985989,194.66513546066264,Real Estate,0.17808734166445167,Short-term,High,True,False,False,800,28849.853623627376
2749,37,F,Teacher,342.3183716567668,18,299.8919723427706,435.80242588476045,188.62945938586168,Real Estate,0.2650949230018887,Short-term,Low,False,True,False,674,32203.194583915592
1825,32,F,Clerk,308.159757725349,14,329.36079665654074,239.25724386259623,193.1459003750623,Bonds,0.15794888323456782,Long-term,Low,True,False,True,627,35355.422910744564
1135,31,F,Nurse,345.43287228990437,14,309.78777867085586,292.56347344341975,164.60523963798784,Bonds,0.1607442122418781,Long-term,Low,True,True,True,647,25089.75673403761
592,57,M,Lawyer,1032.6853684555917,6,513.6781914216568,211.61290742389787,577.2566511056392,Real Estate,0.556213447306631,Long-term,Medium,True,False,True,755,97068.77938587207
321,56,M,Engineer,1033.3277820234398,3,498.3815301800674,121.58109143772153,382.21855148857776,Stocks,0.620778048925876,Long-term,Medium,True,False,True,828,92689.06597845309
3718,33,M,Teacher,950.6108786540927,3,297.73144433780584,160.93611006306193,189.4043382596494,Mutual Funds,0.39827240369983924,Long-term,Low,True,False,True,542,37517.298525010636
1583,28,F,Nurse,194.27280212600738,14,305.83820992017286,221.57432667208838,223.82135265644885,Mutual Funds,0.1369540277231189,Long-term,Low,True,True,True,576,40978.272249636604
264,46,F,Lawyer,893.1929105566162,4,440.06115833601814,205.31877357641588,487.2763384633775,Real Estate,0.5644160171532572,Long-term,Medium,False,False,True,709,101967.11222152325
1149,29,F,Teacher,245.11314302162688,17,239.910111973264,236.85622662931428,231.24596120391206,Bonds,0.2677416134431845,Long-term,Medium,False,True,True,567,34910.20171643184
2956,28,F,Teacher,347.70565981740344,10,256.10607180281295,488.5324003972812,140.37581843750203,Real Estate,0.1989302761108873,Long-term,High,False,True,False,662,46764.89335537151
567,59,M,Doctor,994.0389922164782,2,464.2720695646682,141.79091905502207,467.56419304512445,Stocks,0.45482817473407444,Short-term,Medium,True,True,True,678,98533.83776394046
3095,36,M,Nurse,942.2292987081124,4,318.5668709365859,195.55260576263996,193.66605283064564,Mutual Funds,0.3257785440668299,Short-term,Low,True,True,True,559,35674.58932189223
3439,32,M,Nurse,985.9700680509039,6,259.6207281210782,228.01709001233556,200.72542071019248,Bonds,0.3500762239124197,Long-term,Low,False,False,True,534,45445.25305889516
624,59,M,Lawyer,1016.3094428229884,0,458.1834226143253,246.33758588061147,473.17431437026653,Stocks,0.37444734236830196,Long-term,High,True,True,True,636,94290.66324658868
3771,34,F,Nurse,971.6389898676598,7,269.13433274962637,219.00674886671322,162.9220090155967,Bonds,0.4536667744616331,Long-term,Low,False,False,True,497,41635.981994052694
1301,33,M,Nurse,278.5752488611998,8,312.36943297644274,228.2315675524693,212.31185728987867,Bonds,0.2387088230041933,Short-term,Low,True,True,False,623,24847.219725477105
2981,36,F,Teacher,321.60781355798935,15,307.9019937060023,527.7951734428565,193.39431408936832,Stocks,0.197703401829663,Short-term,High,True,True,True,708,40918.98886220347
283,56,M,Lawyer,911.6965392877778,6,557.3101939851158,206.67654129966442,381.6987186745883,Real Estate,0.44147507278931714,Long-term,High,True,True,True,680,96878.42091299004
3548,34,F,Teacher,974.4253298601534,4,299.56376282188864,261.50109770226584,187.57621230931764,Bonds,0.39464153709481925,Long-term,Low,True,False,True,542,37146.28076858337
2967,33,M,Clerk,238.60168510442938,11,194.73979458261562,539.4477415221954,131.16830232777022,Real Estate,0.17139342572275207,Long-term,High,True,False,False,735,44730.89892096813
3911,36,F,Nurse,1012.5126959665813,7,283.1869038695014,189.182971188975,174.4039099106828,Bonds,0.38663009304470447,Long-term,Low,True,True,True,568,36490.8703300362
2882,44,F,Teacher,401.1789955102284,16,276.73141436117385,498.29443736650154,205.72635979227184,Stocks,0.215000838690831,Short-term,High,False,False,False,775,37060.65287459315
569,55,F,Lawyer,992.299510513063,3,603.4690439248119,195.54870471372544,391.88439901944133,Stocks,0.45942463818567936,Long-term,Medium,True,True,True,690,106734.07418867019
2557,31,M,Clerk,197.0135909372226,17,304.4637802664656,518.858455780361,182.30534872857493,Stocks,0.18658228611693892,Short-term,High,False,True,True,773,46922.65764765733
1353,34,F,Nurse,285.87376239962214,14,355.9821742286758,182.26548322304893,265.14365390575585,Mutual Funds,0.21837742528213896,Long-term,High,True,False,True,681,34240.755288014596
3902,41,F,Clerk,982.4775192963317,9,230.5725384000472,256.439721092689,219.31842868855603,Mutual Funds,0.4809178486387145,Long-term,Low,True,True,True,481,35057.43606666067
3963,26,M,Clerk,991.6832296748722,5,310.8016305164804,198.2185739423778,221.80122337159344,Bonds,0.3407160541046851,Short-term,Low,False,False,True,489,35180.649485763264
2195,25,F,Teacher,264.80968339263694,12,330.41302656271,421.6881255786899,143.28607594842498,Real Estate,0.2765058836716878,Short-term,High,True,False,False,709,41829.99570340529
209,51,F,Lawyer,1031.297896097639,6,511.71706365455,176.19132796208984,398.36541481818716,Real Estate,0.5960449361712161,Short-term,Medium,True,True,False,713,97791.96099250508
3677,30,M,Nurse,1043.4897709154718,2,346.7826465935333,202.18785843641044,299.77168153014566,Mutual Funds,0.492203205636428,Long-term,Low,False,False,True,563,42079.52020783018
